NO,Temp_Key,Temp_Category,Temp_Section,Temp_Content_KR,Temp_Content_JP,Temp_Date
51,Temp_common_lost_data_recovery,계정,유실된 데이터 복구 요청,"이번에는 불편을 끼쳐드려 대단히 죄송합니다.
본 건에 대해 계정이 사라졌다고 하셔서
고객님께서는 매우 실망하셨을 것으로 생각됩니다.
데이터가 사라져 진행도가 초기화된 경우
기존 계정으로의 접속은 아래 순서로 시도해 주시기 바랍니다.
'앱 삭제 후 재설치 ▶ 연동 계정으로 로그인'
만약 위의 방법으로도 데이터가 복구되지 않는 경우 아래 정보를 기재하신 후
다시 연락해 주시면 고객님의 계정을 복구해 드리도록 하겠습니다.
번거로움을 끼쳐드려 대단히 죄송하지만 잘 부탁드립니다.

◆필요 정보 양식◆
1.유저 ID(설정의 좌측 하단에 있는 코드)

소실 전 UID:(확인이 불가능한 경우 영수증 첨부가 필요합니다)
소실 후 UID:(데이터 소실 후 새로 생성된 UID)


소실 전 UID를 확인할 수 없는 경우, 결제 내역이 확인 가능한 영수증 스크린샷

※주문 번호와 구매일, 상품명의 세 가지가 확인 가능한 것
※본인 확인이 불가능한 경우 계정 변경이 불가능합니다.
※계정의 홈 화면이나 결제 내역 스크린샷 등이 있으면 더욱 신속한 대응이 가능하오니
협조 부탁드립니다.
▶ Google Play Store 거래 명세(영수증) 확인 방법
1.Google Pay(https://payments.google.com/)에 접속
2.Google 계정에 로그인
3.Google Pay 페이지 내에서 '이용 내역'을 선택하여 주문 이력 확인
4.해당 주문을 클릭하여 거래 명세 확인
※GPA로 시작하는 주문 번호의 확인을 부탁드립니다.
5. 스크린샷을 찍어서 보내주시기 바랍니다.
▶ App Store 구매 이력(영수증) 확인 방법

iOS 단말기의 설정에서 최상단의 Apple ID를 탭
미디어와 구매 > 계정 표시로 진행
'구매 이력'으로 진행하여 구매한 항목의 '청구 합계'를 탭하여 구매 이력 확인
※90일 이상 전에 구매한 이력을 확인하는 경우는 '지난 90일간'을 탭하여 날짜 범위를 선택해 주세요.
오류가 발생한 아이템을 찾아 '청구 합계'를 탭
스크린샷을 찍어서 보내주시기 바랍니다.


※게스트 상태에서 데이터가 소실된 경우
시스템상의 사정으로 복구가 불가능하거나 작업에 다소 시간이 걸릴 수 있으니
깊은 양해 부탁드립니다.
위 내용에 관련된 문의는 이 메일에 회신해 주시기 바랍니다.","この度は、ご不便をおかけし大変申し訳ございません。

本件に関しまして、アカウントが消えてしまったとのことで、
お客様におかれましては非常に残念な思いをされているかと存じます。

データが消えてしまい、進行度がリセットされた場合、
元のアカウントへの接続は下記の順にお試しいただきますようお願い申し上げます。

「アプリを削除後、再度インストール▶連携アカウントでログイン」

万が一、上記の方法でもデータが復旧されなかった場合、下記の情報をご記載の上、
再度ご連絡いただければ、お客様のアカウントを復旧させていただきます。
お手数をおかけして大変申し訳ございませんが、何卒よろしくお願いいたします。

----------------------------------------

◆必要情報フォーム◆

1.ユーザーID(設定の左下にあるコード)
 - 消失前のUID:(確認できない場合、領収書の添付が必要となります)
 - 消失後のUID:(データ消失後、新しく作成されたUID)

2. 消失前のUIDが確認できない場合、課金履歴が確認できる領収書のスクリーンショット

※注文番号と購入日、商品名の三つが確認できるもの
※本人確認ができない場合、アカウントの変更ができません。
※アカウントのホーム画面や課金履歴のスクリーンショット等があれば、より迅速な対応が可能ですので、
ご協力のほどよろしくお願いいたします。

▶ Google Play Store取引明細(領収書)の確認方法
1.Google Pay(https://payments.google.com/)にアクセス
2.Google アカウントにログイン
3.Google Payページ内で「ご利用内容」を選択し、注文履歴を確認
4.当該注文をクリックし、取引明細を確認
※GPAから始まる注文番号のご確認をよろしくお願いいたします。
5. スクリーンショットを撮ってお送りくださいませ。

▶ App Store購入履歴(領収書)の確認方法
1. iOS端末の設定から最上段のApple IDをタップ
2. メディアと購入＞アカウントを表示へ進む
3. 「購入履歴」に進み、購入した項目の「請求合計」をタップして、購入履歴を確認
※90日以上前に購入した履歴を確認する場合は、「過去90日間」をタップし、日付の範囲を選択してください。
4. エラーが発生したアイテムを探し、「請求合計」をタップ
5. スクリーンショットを撮ってお送りくださいませ。

----------------------------------------

※ゲスト状態でデータが消失した場合、
システム上の都合により復旧不可、または作業に多少の時間がかかる場合がございますので、
何卒ご了承いただきますようお願い申し上げます。

上記の内容に関連するお問い合わせは、このメールにご返信くださいませ。",2024.12.03
52,Temp_common_logout_request,계정,로그아웃 요청,"이전에 문의하신 '계정 복구'에 대해서는
작업을 진행하기 위해 게임을 로그아웃하셔야 합니다.
번거로우시겠지만 게임 로그아웃이 가능한 시간을 알려주시면
해당 시간대에 작업을 진행하도록 하겠으니 확인하신 후 다시 문의해 주시기 바랍니다.
답변 기다리겠습니다.","以前お問い合わせいただきました「アカウント復旧」につきまして、
作業を実施するにあたり/作業にあたり、ゲームをログアウトしていただく必要がございます。

大変お手数をおかけしますが、ゲームのログアウトが可能な時間をご教示いただければ、
その時間帯に作業を実施いたしますので、ご確認の上、再度お問い合わせをお願い申し上げます。

ご返信、お待ちしております。",2024.12.03
53,Temp_common_recovery_request_complete,계정,복구 요청 완료,"이번에는 불편을 끼쳐드려 진심으로 죄송합니다.
문의/연락 주신 정보를 담당 부서에 전달하여
계정 복구를 요청했습니다.
평소 애용해 주시는 고객님께 이러한 안내를 드리게 되어 대단히 죄송하지만
시스템상의 사정으로 복구 작업이 지연되거나 불가능한 경우도 있으니
미리 양해 부탁드립니다.
신속한 개선이 이루어지지 못해 죄송합니다.
안정적인 게임 환경을 위해 최선을 다하겠습니다.","この度はご不便をおかけし、誠に申し訳ございません。

お問い合わせ/ご連絡いただきました情報を担当部署に申し伝え、
アカウントの復旧を要請いたしました。

日頃よりご愛顧いただいているお客様へこのようなご案内となってしまい大変恐縮ではございますが、
システム上の都合により、復旧作業が遅延する・または不可能な場合もございますので、
予めご了承いただきますようお願い申し上げます。

早速の改善ができず、申し訳ございません。
安定的なゲーム環境のために最善を尽くしてまいります。",2024.12.03
54,Temp_common_content_consumption,게임,컨텐츠 소진 여부,"문의하신 내용에 대해 안내드립니다.

현재 '마을 침략'의 난이도는 70이 상한선이므로
게임 플레이 시 참고해 주시면 감사하겠습니다.
향후 업데이트 등을 통해 상한선을 해제할 예정이오니 변함없는 애용 부탁드립니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","お問い合わせいただいた内容つきまして、ご案内いたします。

現在、「村侵略」の難易度は70が上限となっております(/타이틀에 맞추기)ので、
ゲームプレイの際に参考にしていただければ幸いです。
今後のアップデート等で上限を解放(/타이틀에 맞추기)してまいりますので、変わらぬご愛顧を賜りますようお願い申し上げます。

また、ゲームプレイ中、/にご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
55,Temp_common_wrong_purchase_recovery,게임,잘못 구매/소비한 아이템 복구 요청시,"본 건에 대해 아이템을 실수로 구매하셨다고 하여
고객님께서는 매우 실망하셨을 것으로 생각됩니다.

하지만 문의하신 건에 대해 대단히 죄송하지만
공평성의 관점에서 고객님에 대한 개별 복구는 어렵습니다.
이는 게임을 이용하시는 모든 유저에게 동일하게 적용되는 부분이오니
깊은 양해 부탁드립니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","本件に関して、アイテムを間違えて購入してしまったとのことで、
お客様におかれましては非常に残念な思いをされているかと存じます。

しかし、お問い合わせの件に関しまして、誠に恐縮ではございますが、
公平性の観点から、お客様への個別の復旧はいたしかねます。
こちらはゲームをご利用されるすべてのユーザーに同じように適用される部分でございますので、
何卒ご了承いただきますようお願い申し上げます。

また、ゲームプレイ中ご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
56,Temp_common_screenshot_request,스크린샷,스크린샷 유도,"이번에는 불편을 끼쳐드려 죄송합니다.

보내주신 내용만으로는 상세 확인이 어려워
'상세 설명과 문제 화면의 스크린샷'을 보내주실 수 있으신가요?
다시 보내주신 정보를 바탕으로 재조사/상세 확인하도록 하겠습니다.

번거로움을 끼쳐드려 대단히 죄송하지만
깊은 협조 부탁드립니다.

위 내용에 관련된 문의는 이 메일에 회신해 주시기 바랍니다.","この度はご不便をおかけしまして、申し訳ございません。
 
お送りいただいた内容だけでは詳細の確認が難しいため、
「詳細の説明と問題の画面のスクリーンショット」をお送りいただけますでしょうか？
再度お送りいただいた情報をもとに、再調査いたします。/詳細を確認いたします。

お手数をおかけしまして、大変申し訳ございませんが、
何卒ご協力のほどよろしくお願い申し上げます。
 
上記の内容に関連するお問い合わせは、このメールにご返信くださいませ。",2024.12.03
57,Temp_common_screenshot_request_detail,스크린샷,스크린샷 유도 (상세),"문의/연락 주신 내용에 대해
저희 쪽에서 상황 재현이 어려워 상세 파악이 불가능한 상황입니다.
오류인지 여부의 상세 확인을 위해서는 해당 현상이 발생한 시간과 스크린샷, 영상 등과 함께
다시 문의해 주시면 큰 도움이 되겠습니다.
상세 확인이 불가능한 경우 저희 쪽에서도 대응이 어려울 수 있으니
깊은 이해와 협조 부탁드립니다.

정확한 시간 파악이 어려운 경우는
같은 현상이 다시 발생했을 때 다시 문의해 주시면 감사하겠습니다.

번거로우시겠지만 오류에 관한 정보는
아래 내용을 기재하신 후 회신해 주시기 바랍니다.

ーーーーーーーーーーーーーーーーーー
■ 필요 정보
・오류가 발생한 날짜・시간대：
(예：2019-10-10 22:18)
・상세：
・참고가 되는 스크린샷：
ーーーーーーーーーーーーーーーーーー

신속한 대응을 하지 못해 진심으로 죄송합니다.

번거로움을 끼쳐드려 죄송하지만
깊은 이해와 양해 부탁드립니다.","お問い合わせ/ご連絡いただきました内容につきまして、
こちらにて状況の再現が難しく、詳細の把握ができない状況でございます。
不具合であるかどうかの詳細を確認するためには、該当の現象が発生した時間とスクリーンショット、映像等とともに、
再度お問い合わせいただけると大変助かります。
詳細が確認できない場合、こちらでも対応ができかねる場合がございますので、
何卒ご理解、ご協力のほどよろしくお願いいたします。
 
正確な時間の把握が難しい場合は、
同じ現象が再度発生した際に、改めてお問い合わせいただきたく、よろしくお願いいたします。
 
お手数をおかけしますが、不具合に関する情報は、
下記の内容をご記載の上、ご返信いただきますようお願い申し上げます。
 
ーーーーーーーーーーーーーーーーーー
■ 必要情報
・不具合が発生した日時・時間帯：
(例：2019-10-10 22:18)
・詳細：
・参考となるスクリーンショット：
ーーーーーーーーーーーーーーーーーー
 
迅速な対応ができず、誠に申し訳ございません。
 
お手数をおかけし、申し訳ございませんが、
何卒ご理解、ご了承のほど宜しくお願いいたします。",2024.12.03
58,Temp_common_malicious_user_report,신고,악질 유저 제보,"소중한 제보 진심으로 감사드립니다.
보내주신 유저 정보는 담당 부서에 확인을 요청했습니다.
확인 후 적절한 조치/대응을 하도록 하겠습니다.
또한 순차적으로 조사하고 있어 다소 시간이 걸릴 수 있습니다.
깊은 이해 부탁드립니다.

또한 조사 결과가 정확한 부정 행위로 판단되지 않을 경우는 대응이 불가능합니다.

아울러 개인정보이므로
해당 유저에 대한 조사 결과는 공개할 수 없음을
깊이 양해 부탁드립니다.

앞으로도 부정 행위를 단속하여
쾌적한 환경에서 즐기실 수 있도록 노력하겠습니다.

또한 다른 문제나 의견이 있으시다면 상세 내용과 스크린샷과 함께
보내주시면 대응하도록 하겠으니 잘 부탁드립니다.","貴重なご報告、誠にありがとうございます。
お送りいただいたユーザー情報は、担当部署に確認を要請いたしました。
確認後、然るべき措置/対応をいたします。
また、順番にお調べしておりますので、多少のお時間をいただく場合がございます。
何卒ご理解いただきたく、よろしくお願いいたします。
 
なお、調査結果が正確な不正行為として判断されない場合は、対応することができません。

あわせて個人情報でございますので、
該当ユーザーに対する調査結果は公開できないこと、
何卒ご了承いただきたく、お願い申し上げます。
 
これからも不正行為を取り締まり、
快適な環境で楽しんでいただけるよう努めてまいります。
 
また何か問題やご意見がございましたら、詳細やスクリーンショットとともに
お送りいただければ、対応いたしますので、何卒よろしくお願いいたします。",2024.12.03
59,Temp_common_malicious_user_report_2,신고,악질 유저 제보2,"소중한 제보 진심으로 감사드립니다.
보내주신 유저 정보는 담당 부서에 확인을 요청했습니다.
확인 후 적절한 조치/대응을 하도록 하겠습니다.
또한 순차적으로 조사하고 있어 다소 시간이 걸릴 수 있습니다.
깊은 이해 부탁드립니다.

하지만 게임의 정상적인 시스템을 지키고 룰 내에서 전략적으로 플레이하는 부분에 대해서는
별도의 제한이 적용되지 않으니 참고해 주시기 바랍니다.
운영 정책 위반으로 생각되는 유저를 확인하신 경우는
해당 스크린샷과 상세 내용과 함께 연락해 주시면
담당 부서에서 확인 및 대응하도록 하겠습니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","貴重なご報告、誠にありがとうございます。
お送りいただいたユーザー情報は、担当部署に確認を要請いたしました。
確認後、然るべき措置/対応をいたします。
また、順番にお調べしておりますので、多少のお時間をいただく場合がございます。
何卒ご理解いただきたく、よろしくお願いいたします。
 
しかし、ゲームの正常なシステムを守り、/ルール内で戦略的にプレイする部分につきましては、
別途の、制限が適用されませんので、ご参考にしていただければと存じます。
運営ポリシー違反と思われるユーザーを確認された場合は、
該当スクリーンショットと詳細の内容とともにご連絡いただければ
担当部署にて確認及び対応いたします。
 
また、ゲームプレイ中に何かご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
60,Temp_common_malicious_user_report_racial,신고,악질 유저 제보(인종차별),"소중한 제보 진심으로 감사드립니다.
보내주신 유저 정보는 담당 부서에 확인을 요청했습니다.
확인 후 적절한 조치/대응을 하도록 하겠습니다.
또한 순차적으로 조사하고 있어 다소 시간이 걸릴 수 있습니다.
깊은 이해 부탁드립니다.

하지만 게임의 정상적인 시스템을 지키고 룰 내에서 전략적으로 플레이하는 부분에 대해서는
별도의 제한이 적용되지 않으니 참고해 주시기 바랍니다.

또한 특정 국가・인종에 대한 차별 행위(인종차별적인 발언이나 닉네임) 등
운영 정책 위반으로 생각되는 유저를 확인하신 경우는
해당 스크린샷과 상세 내용과 함께 연락해 주시면
담당 부서에서 확인 및 대응하도록 하겠습니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","貴重なご報告、誠にありがとうございます。
お送りいただいたユーザー情報は、担当部署に確認を要請いたしました。
確認後、然るべき措置/対応をいたします。
また、順番にお調べしておりますので、多少のお時間をいただく場合がございます。
何卒ご理解いただきたく、よろしくお願いいたします。

しかし、ゲームの正常なシステムを守り、/ルール内で戦略的にプレイする部分につきましては、
別途の制限が適用されませんので、ご参考にしていただければと存じます。

なお、特定の国・人種に対する差別行為(人種差別的な発言やニックネーム)など、
運営ポリシー違反と思われるユーザーを確認された場合は、
該当スクリーンショットと詳細の内容とともにご連絡いただければ
担当部署にて確認及び対応いたします。

また、ゲームプレイ中に何かご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
61,Temp_common_malicious_user_report_screenshot,신고,악질 유저 제보(스크린샷),"소중한 제보 진심으로 감사드립니다.
스크린샷과 상세 내용을 보내주시면
담당 부서 확인 후 적절한 조치/대응을 하도록 하겠습니다.

또한 순차적으로 조사하고 있어 다소 시간이 걸릴 수 있습니다.
깊은 양해 부탁드립니다.

앞으로도 부정 행위를 단속하여
쾌적한 환경에서 즐기실 수 있도록 노력하겠습니다.","貴重なご報告、誠にありがとうございます。
スクリーンショットや詳細をお送りいただければ、
担当部署に確認後、然るべき措置/対応をいたします。
 
また、順番にお調べしておりますので、多少のお時間をいただく場合がございます。
何卒ご了承いただきますよう、お願い申し上げます。
 
これからも不正行為を取り締まり、
快適な環境で楽しんでいただけるよう努めてまいります。",2024.12.03
62,Temp_common_external_site_restriction,신고,외부 사이트 제재,"이번에는 연락의 번거로움을 끼쳐드려 대단히 죄송합니다.

게임 내에서 계정이나 게임 내 콘텐츠의 부정 행위가 신고된 경우
조사 후 운영 정책에 따른 적절한 조치 대응을 하고 있습니다.

하지만 외부 사이트에서 이루어진 경우는
개인정보 보호정책이나 해당 사이트의 이용약관에 따라
저희 쪽에서 대응이 불가능합니다.
이 점 깊은 이해와 양해 부탁드립니다.

게임 내에서의 부정적인 거래나 부정 행위를 발견하신 경우는
언제든지 스크린샷과 상세 내용을 보내주시기 바랍니다.
담당 부서 확인 후 적절한 조치/대응을 하도록 하겠습니다.

앞으로도 부정 행위를 단속하여
쾌적한 환경에서 즐기실 수 있도록 노력하겠습니다.","この度はご連絡のお手数をおかけして大変申し訳ございません。
 
ゲーム内でアカウントやゲーム内コンテンツの不正行為が報告された場合、
調査後、運営ポリシーに沿った然るべき処置対応をしております。
 
しかし、外部サイトで行われた場合は
プライバシーポリシーや該当サイトの利用規約により
こちらから対応することができません。
この点、何卒ご理解、ご了承いただければと存じます。
 
ゲーム内での不正的な取引や不正行為を発見された場合は
いつでもスクリーンショットや詳細をお送りくださいませ。
担当部署にて確認後、然るべき処置/対応をいたします。

これからも不正行為を取り締まり、
快適な環境で楽しんでいただけるよう努めてまいります。",2024.12.03
63,Temp_common_system_complaint,불만,전반적인 게임 시스템에 대한 불만,"이번에는 불쾌한 생각이 들게 해드려 진심으로 죄송합니다.
또한 소중한 의견 진심으로 감사드립니다.
연락주신 내용은 담당 부서에 전달하여 향후 서비스 향상의 참고로 삼도록 하겠습니다.

안정적인 게임 환경을 위해 최선을 다하겠습니다.","この度は不愉快な思いをさせてしまい、誠に申し訳ございません。
また、貴重なご意見、誠にありがとうございます。
ご連絡いただいた内容は、担当部署に伝え、今後のサービス向上の参考とさせていただきます。
 
安定的なゲーム環境のために最善を尽くしてまいります。",2024.12.03
64,Temp_common_probability_complaint,불만,확률 시스템에 대한 불만,"이번에는 문의의 번거로움을 끼쳐드려 대단히 죄송합니다.

본 건에 대해 고객님께서는 매우 실망하셨을 것으로 생각됩니다.
평소 애용해 주시는 고객님께 이러한 안내를 드리게 되어 대단히 죄송하지만
문의하신 '편향된 가챠 결과'에 대해서는
미리 설정된 수치에 기반하고 있어
경우에 따라서는 편향된 결과가 나올 수도 있습니다.

대단히 죄송하지만 (어디까지나) 확률의 요소이므로
깊은 양해 부탁드립니다.

기대에 부응하지 못해 진심으로 죄송하지만
게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","この度はお問い合わせのお手数をおかけして大変申し訳ございません。

本件に関して、お客様におかれましては非常に残念な思いをされているかと存じます。
日頃よりご愛顧いただいているお客様へこのようなご案内となってしまい大変恐縮ではございますが、
お問い合わせいただいた「偏ったガチャ結果」につきましては、
あらかじめ設定した数値に基づいておりますので、
場合によっては偏った結果になることもございます。

誠に恐れ入りますが、(あくまでも)確率の要素ですので、
何卒ご了承いただきますようお願いいたします。

ご期待に添えず誠に申し訳ございませんが、
ゲームプレイ中に何かご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
65,Temp_common_ad_content_complaint,불만,광고 내용에 대한 불만,"이번에는 불쾌한 생각이 들게 해드려 진심으로 죄송합니다.

이러한 안내를 드리게 되어 매우 죄송하지만
'광고 콘텐츠'에 대해서는 저희 쪽에서 배포하는 것이 아니라
이용자의 취향과 기록에 따라 광고가 표시되는 '추적형 광고'로
저희 쪽에서 광고 내용의 삭제・변경 등은 불가능합니다.

기대에 부응하지 못해 진심으로 죄송하지만
깊은 양해 부탁드립니다.","この度は不愉快な思いをさせてしまい、誠に申し訳ございません。

このようなご案内となり大変心苦しい限りではございますが、
「広告のコンテンツ」につきまして、こちらから配信するものではなく、
利用者の好みや記録に沿った広告が表示される「追跡型広告」で、
こちらでの広告内容の削除・変更等はできかねます。

ご期待に添えず誠に申し訳ございませんが、
何卒ご了承いただきますようお願い申し上げます。",2024.12.03
66,Temp_common_proxy_inquiry,기타,당사자가 본인이 아닌 대리 문의일 경우,"이번에는 불편을 끼쳐드려 대단히 죄송합니다.

문의하신 '' 건에 대해서는
문제가 발생했다고 하시는 본인께서 직접 고객센터로 문의해 주시면
상세 확인 등 대응이 가능합니다.

의향에 맞는 안내를 드리지 못해 대단히 죄송하지만
깊은 양해 부탁드립니다.

이 외에도 궁금하신 점이나 불명확한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.

앞으로도 ''를 잘 부탁드립니다.","この度は、ご不便をおかけし大変申し訳ございません。

お問い合わせいただきました「」の件につきまして、
問題が発生しているとされるご本人様からサポートセンターへお問い合わせいただけますと、
詳細確認など対応させていただくことが可能となっております。

ご意向に沿ったご案内ができず大変恐縮でございますが、
何卒よろしくお願い申し上げます。

この他、お困りごとやご不明な点などがございましたら、
いつでもサポートセンターへお問い合わせくださいませ。

今後とも「」をよろしくお願いいたします。",2024.12.03
67,Temp_common_server_rule_complaint,기타,서버 룰에 대한 불만,"이번에는 문의의 번거로움을 끼쳐드려 죄송합니다.

문의하신 '서버 규칙' 건에 대해서는
(아마도) 소속 서버에서 플레이하시는 제독님들 간에 정해진 규칙일 것으로 생각되지만
유저분들 간의 약속이나 분쟁에 대해서는 운영진이 관여할 수 없습니다.
깊은 양해 부탁드립니다.

신속한 해결을 하지 못해 대단히 죄송하지만 잘 부탁드립니다.","この度は、お問い合わせのお手数をおかけしており、申し訳ございません。

お問い合わせいただきました「サーバールール」の件につきまして、
(おそらく)/所属サーバーでプレイしている提督の皆様の間で決められたルール(/타이틀 상황에 맞추기)のことかと思いますが、/存じますが、
ユーザー様同士の取り決めや紛争に関しては運営が関わることができかねます。
何卒ご了承いただきたく、よろしくお願いいたします。

早速の解決に至らず大変恐縮でございますが、何卒よろしくお願い申し上げます。",2024.12.03
68,Temp_common_gameplay_complaint_nonviolation,기타,"유저의 게임플레이에 대한 불만
(불법 행위가 아닌 것에 대한 대응)","이번에는 불쾌한 생각이 들게 해드려 대단히 죄송합니다.

대단히 죄송하지만 본 게임 ''은 전쟁 게임이므로
다른 플레이어에게 전투를 신청하거나 레벨업과 방어에 집중하는 등
플레이어분들마다 다양한 스타일로 게임을 즐기실 수 있습니다.
따라서 부정 프로그램을 사용하는 등의 불법 행위가 아닌 한 운영진의 관여는 일절 없습니다.

또한 유저분들 간의 약속이나 분쟁에 대해서도 운영진이 관여할 수 없으니
깊은 이해와 양해 부탁드립니다.

하지만 고객님께서 보내주신 의견에 대해서는 사내에 공유하여
향후 개발 및 운영의 참고로 삼도록 하겠습니다.

이번에는 고객님께 도움을 드리지 못했지만
그 외에도 어려운 점이 있으시다면
가능한 한 지원해 드리도록 하겠으니 언제든지 연락 주시기 바랍니다.","この度はご不快な思いをさせてしまい、大変申し訳ございません。

大変恐れ入りますが、本ゲーム「」は戦争ゲームのため、
他のプレイヤー様へ戦いを挑んだり、レベルアップと防御に徹する等(/타이틀 상황에 맞추기)、
プレイヤー様ごとに多様なスタイルでゲームをお楽しみいただけます。
そのため、不正プログラムを用いる等の違法行為ではない限り、運営側の関与は一切ございません。

また、ユーザー様同士の取り決めや紛争に関しても運営が関わることができかねますので
何卒ご理解、ご了承いただきますようお願い申し上げます。

しかしながら、お客様よりお寄せいただいたご意見につきましては社内へ共有を行い、
今後の開発及び運営の参考にさせていただきます。

今回はお客様のお力になることができませんでしたが、
その他にもお困りごと等ございましたら、
可能な限りサポートいたしますので、いつでもご連絡くださいませ。",2024.12.03
69,Temp_common_non_game_inquiry,기타,게임과 관련 없는 문의,"문의하신 '' 건에 대해서는
고객센터에서는 게임에 관한 문의만 대응하고 있습니다.
깊은 양해 부탁드립니다.

또한 게임 플레이 중 불편한 점이 있으시다면
고객센터로 문의해 주시기 바랍니다.","お問い合わせいただきました「」の件につきまして、
サポートセンターではゲームに関するお問い合わせのみ対応しております。
何卒ご了承くださいませ。

またゲームプレイ中にご不便な点がございましたら、
サポートセンターへお問い合わせくださいませ。",2024.12.03
70,Temp_common_duplicate_detail,기타,중복 심화 참고 표현,"향후 동일한 문의를 받은 경우에도 동일한 안내를 드릴 수 있으니
깊은 양해 부탁드립니다.","今後、同じようなお問い合わせをいただいた場合、同様のご案内をさせていただくこともございますので、
何卒ご了承くださいませ。",2024.12.03
71,Temp_common_bug_report,기타,버그 제보,"이번에는 소중한 제보 진심으로 감사드립니다.

보내주신 ''에 대해서는
담당 부서에 보고하여 확인을 요청했습니다.

순차적으로 조사를 진행하고 있어 개선 완료까지 다소 시간이 걸릴 수 있습니다.
깊은 양해 부탁드립니다.

신속한 개선이 이루어지지 못해 죄송합니다.
안정적인 게임 환경을 위해 최선을 다하겠습니다.","この度は貴重なご報告、誠にありがとうございます。

お送りいただいた「」につきましては 
担当部署に報告し、確認を要請いたしました。 

順次調査を行なっておりますので、改善完了まで多少の時間がかかる場合がございます。 
何卒、ご了承いただきますようお願い申し上げます。 

早速の改善ができず、申し訳ございません。 
安定的なゲーム環境のために最善を尽くしてまいります。 ",2024.12.03